x1,x2,class
0.559968,-0.211597,1
0.093222,-0.311762,1
0.150149,-0.425496,1
-0.287857,-0.423914,1
-0.470247,-1.753432,2
1.188406,-0.368918,2
2.401183,-4.985408,3
-0.226544,-0.290015,1
1.51369,5.00385,3
-0.314584,-3.536296,3
-1.349143,3.136826,3
-1.625931,4.049728,3
0.081022,0.246577,1
-0.230799,4.906768,3
-0.181207,-1.710728,2
0.950442,-0.863885,2
1.863966,3.207217,3
5.338031,-1.00512,3
-1.954627,-0.070367,2
0.723341,3.644411,3
-1.828818,-0.363356,2
1.513295,-0.548086,2
0.395171,-1.408399,2
0.327969,0.429318,1
-0.011452,-1.514732,2
-3.127038,-1.840672,3
1.802574,-3.771468,3
3.618416,-2.643894,3
4.044866,-3.003364,3
0.309885,0.012886,1
-0.663386,-1.700039,2
3.552158,2.087146,3
-1.902967,-0.229243,2
3.835352,-0.604079,3
2.114488,-5.191535,3
2.4643,3.08406,3
-4.764382,0.735433,3
1.133837,-0.57641,2
0.38402,-1.369747,2
-4.945713,-1.423881,3
3.987828,-1.359811,3
2.313295,-3.555453,3
-1.441135,-0.608648,2
-1.148803,-1.151639,2
1.291706,-0.405461,2
5.249636,-1.973015,3
0.160809,-1.362652,2
-1.631739,-0.401581,2
-0.254654,-0.477056,1
5.212763,-1.352226,3
-0.545024,-1.686178,2
-0.841915,-1.52244,2
3.031942,3.251868,3
1.94497,-4.204865,3
-0.665637,-1.545817,2
1.071324,-4.591393,3
-4.246714,-2.431262,3
-2.839409,-4.435439,3
-0.082575,-1.638234,2
-0.602755,-1.558628,2
0.393198,0.372656,1
0.362161,-0.322986,1
0.947866,-0.866773,2
-2.352155,-2.857935,3
0.163791,0.443868,1
3.41803,4.171019,3
-3.105708,3.74438,3
-1.030455,-3.819531,3
-3.456175,-3.368236,3
0.984524,-5.373098,3
1.333906,-0.503728,2
-3.517636,-3.654244,3
-0.463043,-0.295641,1
-0.35052,4.157332,3
-4.786591,-0.844749,3
0.977454,3.796992,3
0.290375,3.373218,3
-0.036649,-1.688393,2
-0.472401,0.182401,1
-0.040033,0.475455,1
0.915377,-3.590932,3
1.968907,-5.101585,3
-1.888174,3.872652,3
-0.364097,0.274882,1
3.38979,-4.301436,3
0.047384,-1.437668,2
-0.053081,-0.205861,1
3.784269,-4.147294,3
-1.825754,-0.171145,2
1.327973,-0.612562,2
-1.171044,-1.355521,2
2.516155,4.380046,3
3.037899,-1.726801,3
-0.172665,0.468675,1
-0.234333,-1.442275,2
0.077212,4.81514,3
5.444795,-0.590675,3
-0.532032,-1.373453,2
-0.420106,-1.482899,2
-0.540453,0.084761,1
0.274365,-0.460722,1
1.571626,-4.224458,3
0.837459,-1.407408,2
2.349715,4.958885,3
4.184888,-1.9609,3
-0.490393,0.063455,1
-1.603093,-3.941125,3
1.100568,-0.819644,2
0.178921,0.13938,1
2.962954,3.793736,3
-2.69763,-3.666958,3
1.372931,-0.179152,2
0.300408,3.427559,3
0.047499,0.133934,1
0.214282,0.069626,1
-0.072989,-3.553949,3
-0.493558,-0.297294,1
0.191815,-0.475353,1
-4.223987,1.64249,3
-1.150819,-1.369182,2
-2.804223,2.421873,3
1.583603,-4.905391,3
2.160443,-3.874806,3
1.084121,-1.156008,2
3.379459,3.33571,3
-5.022316,1.630487,3
-0.469677,0.327038,1
-3.95675,3.478156,3
2.897281,-3.07895,3
2.336672,4.276772,3
-0.046077,-0.356736,1
3.401049,-0.330451,3
3.234548,4.254206,3
0.180858,-1.552018,2
-3.385469,-2.673517,3
1.118131,4.525397,3
4.319192,-3.268418,3
3.828149,-0.821435,3
-5.011148,-1.801173,3
-1.232948,-4.6157,3
-3.470378,-3.727446,3
-1.143352,-1.017899,2
4.236031,2.008291,3
1.296872,-0.115375,2
1.151369,-3.730819,3
-4.015337,-0.278058,3
-3.264076,-2.247777,3
0.01062,0.365546,1
3.796686,2.50029,3
-1.173662,-1.51315,2
0.286651,0.448056,1
0.960209,-0.841156,2
-0.898958,-3.425692,3
-0.47839,0.170867,1
-2.989302,-3.024802,3
1.340734,-0.016048,2
2.933743,3.37369,3
3.58786,0.984872,3
-3.392174,0.9533,3
1.009702,-1.020805,2
0.045285,-1.635821,2
-3.883234,3.955596,3
0.527288,-0.285721,1
-1.828627,-0.274133,2
-1.208512,-1.440586,2
-0.021825,-0.24476,1
4.747069,0.649332,3
-0.010967,-0.424194,1
-0.358458,4.644999,3
5.129406,-1.12811,3
-0.141373,5.293388,3
-0.149106,-0.412418,1
-4.044744,-1.913448,3
-0.202466,-0.446621,1
-3.225395,2.806328,3
1.282011,-0.836148,2
-1.768598,-0.501205,2
-3.957688,0.255121,3
-0.174897,0.017558,1
3.455762,2.399342,3
0.286229,-0.491747,1
-2.294762,-3.406386,3
0.490324,-1.479691,2
-2.658188,4.05509,3
0.336898,-0.269091,1
1.428018,4.465546,3
0.698982,-1.126794,2
-1.752572,-0.0271,2
0.08838,-4.701551,3
1.326247,5.410545,3
1.334595,-0.047743,2
-0.747259,-1.456294,2
5.501498,-0.176469,3
-0.334264,-0.416178,1
-0.298731,0.082548,1
0.218568,-1.617912,2
2.750021,2.564676,3
-0.395193,4.349542,3
-0.733022,-3.627565,3
-3.740076,2.719946,3
-4.1205,1.853676,3
-0.672801,3.887982,3
3.825572,-1.061042,3
1.494801,-0.052795,2
0.070095,-0.566528,1
-3.7348,0.392571,3
1.37852,-3.62719,3
4.176053,2.020527,3
-2.800055,4.110263,3
-0.925727,5.282577,3
0.120254,-0.292495,1
-4.238557,-3.098603,3
-0.26954,-0.364869,1
-2.167205,-3.637265,3
0.109248,-0.306366,1
4.090943,-3.536839,3
1.088914,3.44282,3
-0.009571,0.182665,1
-1.048899,-1.499843,2
0.712292,-3.81778,3
-0.022821,-3.660802,3
1.180205,-0.358046,2
-2.566981,-4.937404,3
-1.95076,-4.181274,3
2.707951,-4.077724,3
-4.766063,-0.734636,3
-0.560439,0.144374,1
0.067184,-0.558291,1
5.036181,-0.998216,3
0.09133,-0.186262,1
-3.085578,-3.814487,3
0.979853,5.435139,3
-0.217557,-1.437235,2
-4.296578,0.724552,3
-0.103536,3.487649,3
-1.946991,-3.482474,3
-3.70595,-1.913194,3
4.123501,-1.424902,3
-1.471795,-0.653195,2
-0.307926,-4.600485,3
1.298553,-0.413251,2
0.136646,0.427626,1
-1.568713,-0.239438,2
1.098441,3.451823,3
-4.51609,-2.104177,3
-2.524437,4.709845,3
1.180014,-0.306193,2
1.84629,-2.90224,3
-1.278279,4.721933,3
0.402714,0.229732,1
-1.265079,-0.907404,2
-0.617117,3.581685,3
-3.468545,-1.949603,3
3.739032,0.612566,3
-2.020831,-4.041566,3
1.457907,-0.01526,2
1.28658,-0.808828,2
-0.207007,-0.126008,1
4.490468,-2.119962,3
-2.935606,1.827261,3
2.598197,2.763544,3
0.716482,4.892395,3
4.163454,3.139035,3
-4.781256,-0.034948,3
-0.367361,-0.071934,1
-2.809261,4.646694,3
3.3572,1.512401,3
-0.840153,-1.341341,2
1.296117,-0.468079,2
-3.780262,-3.430972,3
-1.923644,5.251091,3
-1.609707,-0.885466,2
-2.843862,4.608714,3
3.435851,2.473377,3
-0.122413,-1.5262,2
-1.496574,-1.054127,2
-0.928335,-1.186757,2
-2.635575,3.17586,3
-3.156754,-2.668298,3
-3.129383,-2.558064,3
-3.5192,3.23082,3
-0.181373,4.871429,3
-0.016147,-4.935789,3
1.435196,-3.861487,3
-4.184185,-0.842121,3
-2.567402,-3.00276,3
-1.897447,4.835198,3
1.512611,-0.176693,2
-1.930336,-0.37029,2
-3.870031,1.538723,3
0.246309,-0.358585,1
-1.83683,-0.723875,2
0.294569,-0.286023,1
-3.834167,-3.658838,3
-2.530442,2.521382,3
0.448742,-1.465986,2
3.385776,0.058733,3
0.399236,-0.377583,1
-1.596009,-0.034778,2
1.429847,-0.044232,2
-1.298899,-1.010651,2
-1.568812,-0.499157,2
-1.827659,3.558264,3
-4.390307,2.810514,3
3.032347,3.095033,3
-2.491779,4.163681,3
2.420111,4.276276,3
-3.021397,-3.189699,3
-2.596255,-4.710923,3
-4.006751,0.912278,3
-1.504905,-0.72356,2
-3.406552,-3.358308,3
-1.761621,-0.621065,2
2.714523,4.179934,3
0.13885,-1.56683,2
-0.857556,-1.457111,2
2.781927,4.229237,3
0.231593,-1.464677,2
0.430373,0.151304,1
1.920761,3.517691,3
0.067932,0.474669,1
-3.55289,-0.399854,3
-1.304728,-1.269768,2
-3.067194,4.650112,3
-3.846243,2.27059,3
-1.652557,3.980771,3
-3.080366,-3.041074,3
-1.392731,-4.757009,3
-3.857581,3.17916,3
0.140902,-1.614724,2
-0.042071,0.367331,1
0.227587,-0.259231,1
0.017546,-0.09614,1
1.255767,-0.343351,2
-5.278689,0.227373,3
-0.081766,-0.409747,1
0.20494,3.946739,3
-1.705314,-0.874885,2
-1.603456,-0.155022,2
-1.605644,-0.66789,2
2.996061,2.344472,3
-4.78008,-1.642891,3
-4.037235,3.089769,3
-1.688268,-0.542867,2
5.240637,-1.812255,3
2.366001,-3.072852,3
-1.844581,-0.179892,2
4.637911,1.051962,3
0.254699,-1.563788,2
4.335934,-0.52882,3
0.675064,-1.314984,2
1.812234,-4.002471,3
4.520942,3.144065,3
0.269134,-0.085083,1
-1.693908,-0.487212,2
1.232309,-0.801725,2
-4.51999,0.828827,3
-2.674346,-3.971363,3
1.140004,-0.394777,2
2.130239,-4.843592,3
4.016275,-2.4026,3
0.110299,0.247929,1
-5.339682,-1.556169,3
0.646258,-1.48274,2
0.373046,-0.318768,1
-0.166563,0.310165,1
-0.99849,-1.218053,2
1.243388,-0.710897,2
0.029127,-1.526353,2
3.004418,2.503682,3
1.042104,-0.869111,2
4.141661,2.294228,3
3.701043,1.473998,3
-3.127548,-2.368856,3
-0.266193,-1.51913,2
3.667848,-2.597175,3
-0.036416,-1.679886,2
0.307306,0.431566,1
-3.37885,-3.943839,3
3.315307,-2.271017,3
4.890731,-0.438811,3
-3.039789,1.498684,3
2.775552,4.066564,3
2.949007,2.550543,3
0.319162,0.015448,1
1.236389,-4.400227,3
-2.862188,-2.230358,3
0.077766,-0.584467,1
0.224019,-1.540943,2
0.627575,-1.194952,2
-2.070978,4.088372,3
3.595346,-0.655707,3
4.945418,1.976126,3
3.356495,1.071959,3
1.291331,4.256059,3
-0.873001,-4.689061,3
0.56173,-1.409028,2
-0.933269,-3.275839,3
-0.136155,-0.049064,1
-0.267937,-1.767457,2
0.20969,0.23613,1
4.622593,-0.242002,3
0.942042,-1.385846,2
0.044728,-0.091939,1
0.145703,-0.090533,1
-5.239148,1.202734,3
-3.934126,-3.841724,3
-1.896618,-0.185801,2
-5.461663,0.573866,3
2.606528,-2.385907,3
1.174616,-0.43382,2
0.562074,-1.192596,2
1.413769,4.903402,3
-0.236293,-0.264845,1
4.483162,2.921077,3
-1.717874,-0.422568,2
0.337946,-1.66394,2
1.439944,-0.489246,2
-0.253516,-1.640063,2
0.053857,0.471338,1
-0.559142,-0.13809,1
-0.482998,-1.622821,2
1.070121,-0.563534,2
1.900378,-3.329488,3
-4.178479,2.514811,3
0.857248,-1.407589,2
-0.293306,-0.163953,1
5.373898,-0.598391,3
1.05427,-1.198166,2
-1.166414,-1.278906,2
0.374332,-0.359579,1
-2.980896,-4.567727,3
-4.163457,2.140194,3
-1.633072,-0.072233,2
1.418129,-0.30117,2
-3.929465,-3.489178,3
-3.426324,3.247354,3
3.167357,-3.138092,3
0.942865,-4.271984,3
0.33768,5.475922,3
-0.124186,-0.102837,1
2.402568,3.117843,3
1.190471,-0.42168,2
-0.500167,-1.648825,2
0.450386,-1.639901,2
1.136491,-3.429504,3
0.754402,-4.948653,3
-1.660344,-0.089102,2
-0.927436,-1.343372,2
-3.953702,-3.902078,3
3.303919,2.134652,3
-1.192791,-1.215326,2
0.775767,5.303081,3
5.018392,-1.430443,3
5.206198,0.054434,3
-3.616696,-3.477023,3
0.859889,-1.023492,2
0.251334,-3.569197,3
3.469725,-4.343079,3
0.828986,-1.08321,2
-0.430771,0.327605,1
-3.794039,-0.644762,3
-1.961959,4.792254,3
1.208717,-0.44168,2
-4.310287,2.540813,3
0.617444,-1.469096,2
4.006619,1.376049,3
1.360155,-0.631849,2
-0.170441,0.486995,1
5.119566,-1.429611,3
-1.313028,-0.913709,2
1.058463,4.566184,3
-4.867881,-2.288487,3
-3.535581,-2.84366,3
3.65098,-3.752905,3
2.563717,-3.4023,3
5.556737,0.183238,3
0.262694,-0.116459,1
0.321172,-0.134436,1
-2.347022,-3.180727,3
-0.633294,-1.374055,2
-1.70398,4.322527,3
2.505241,3.436133,3
1.493831,-0.51552,2
0.39319,-0.404867,1
-4.469395,1.63732,3
4.624443,2.12205,3
-0.712819,-1.680776,2
0.464688,-0.273269,1
0.092158,-0.260069,1
-0.039198,5.532218,3
0.96658,5.091855,3
-0.037424,-0.289423,1
0.345713,-1.518424,2
-0.168779,0.306237,1
-0.869538,-1.322645,2
-1.10309,-1.549217,2
-0.413199,0.32093,1
-1.607671,-0.838465,2
5.009096,-0.638909,3
1.928613,-4.598898,3
0.446174,-1.675013,2
2.947198,-1.696422,3
-4.395169,-2.406914,3
-1.866607,4.374974,3
3.275762,2.489933,3
-3.376025,3.383971,3
0.263085,-0.119964,1
4.097978,-3.082607,3
4.644976,1.081614,3
2.769968,4.212668,3
0.369487,0.291354,1
0.593963,4.402854,3
-0.540611,3.379753,3
-0.511061,-0.197742,1
0.063617,3.942004,3
-5.196499,2.067562,3
3.780577,-1.343388,3
-1.456941,-0.92053,2
-1.699752,-0.919072,2
-0.828907,4.720084,3
-4.015666,2.503704,3
1.142181,-1.133053,2
-4.676864,-1.303118,3
5.100218,-0.906178,3
-1.27324,-3.857546,3
0.942621,3.742502,3
3.775466,0.950288,3
-2.198079,-4.89536,3
3.243544,-1.637192,3
0.621217,4.008708,3
0.427217,-0.399742,1
-2.011636,-3.380676,3
3.993878,0.824427,3
-0.062525,0.5663,1
1.058546,-0.582326,2
3.438181,0.571926,3
-1.296507,-1.227164,2
-0.367704,-1.788571,2
-1.755195,-3.648353,3
-0.376504,-0.097972,1
3.737529,-2.76162,3
1.64516,4.130759,3
-2.166564,-4.388448,3
-0.15331,-1.381678,2
0.055247,-1.624594,2
-3.957016,-2.05938,3
0.150967,-0.11453,1
-4.963161,0.94396,3
1.660837,3.50583,3
-2.632711,-3.33364,3
1.442087,-0.213683,2
2.440383,2.349213,3
0.661727,-1.370783,2
1.036518,4.253865,3
-4.171004,-1.354318,3
0.471269,-0.032767,1
-4.621843,-0.818729,3
-2.968291,2.662953,3
1.239946,-0.210541,2
2.203665,3.834823,3
1.474982,-0.320952,2
0.350037,4.443343,3
-1.398946,-0.849563,2
-0.047384,3.648047,3
-1.640592,-0.539344,2
3.1095,-2.005986,3
1.243835,-0.500002,2
0.351843,0.263339,1
-0.892861,-5.108024,3
0.231804,5.223485,3
0.428625,-0.335559,1
-1.620067,-0.182017,2
4.94758,1.474248,3
3.182637,1.768565,3
-1.573978,-5.124441,3
-1.63868,-1.035329,2
-0.358268,-1.703527,2
0.029352,0.112274,1
0.56006,-5.333004,3
0.002066,0.556586,1
0.218398,0.052117,1
1.251008,-0.547327,2
3.093362,-4.202896,3
0.649756,-1.371184,2
3.905759,-2.831783,3
-4.632532,-2.497019,3
-4.18318,-2.992174,3
0.162002,-1.630074,2
1.032906,-1.184075,2
-5.464538,0.990178,3
0.508046,-0.278546,1
3.711642,3.918233,3
4.541931,-2.477303,3
-1.300587,-1.005793,2
-1.475004,-0.995563,2
0.99185,-0.781343,2
1.137212,-0.35922,2
0.066747,-1.585471,2
-0.094805,-0.566445,1
0.137497,-0.475959,1
-4.234297,-0.070956,3
0.804983,5.531005,3
-2.434252,2.633228,3
-0.266432,3.899851,3
2.607768,-2.374111,3
-0.820326,-1.444781,2
4.193544,0.143132,3
0.083726,-0.22991,1
0.245817,4.261828,3
-2.293044,-2.676609,3
0.238806,-3.64742,3
-2.777919,3.160164,3
3.89048,-0.691393,3
-1.418658,-1.303704,2
-5.251745,0.123268,3
3.780908,-0.760409,3
2.2959,-3.677219,3
-0.504777,0.117604,1
-0.474982,-0.061995,1
0.317852,-0.2817,1
-0.700084,-1.525121,2
-2.966342,3.850225,3
0.527584,-4.931275,3
-4.58892,-3.058029,3
3.668572,0.580211,3
0.94245,-1.261008,2
-3.834311,3.245377,3
-0.259441,-0.171654,1
3.644219,1.942074,3
-1.630749,-1.067682,2
-2.098295,4.952257,3
-0.26775,0.205901,1
-4.749668,2.060242,3
1.538166,5.003578,3
1.422897,-0.444352,2
3.897135,3.313877,3
-0.753313,-1.334008,2
-0.190176,-0.195489,1
-3.240823,1.758011,3
-0.49572,-1.602042,2
0.290431,-0.064945,1
1.114298,-0.962851,2
4.717977,-2.812993,3
-1.188006,-1.279489,2
0.010682,-1.512301,2
2.836822,-2.796452,3
0.000764,-0.306534,1
-5.030886,2.021914,3
-1.980816,4.346659,3
0.874178,-1.143583,2
1.295028,-0.328336,2
3.6898,4.200314,3
3.077769,3.405585,3
-0.645968,-1.417416,2
1.338372,-0.169404,2
0.045956,-1.414528,2
2.07338,3.143479,3
-1.890126,-0.10173,2
2.989922,-3.406694,3
-5.100256,-0.98896,3
0.705523,-3.400412,3
-1.090629,5.030695,3
5.228851,-0.899015,3
4.307091,-3.475533,3
1.349819,-0.121111,2
-4.159228,-3.204386,3
0.896975,-0.928879,2
0.342731,3.379204,3
1.043555,-0.791862,2
-0.122391,-4.418069,3
2.473469,-3.236567,3
-0.223936,0.179798,1
-0.181598,-0.508026,1
-0.433805,-0.113134,1
0.468773,-0.241971,1
0.799776,4.838304,3
-1.312239,-0.847105,2
-3.903517,-2.211936,3
5.184942,-0.831397,3
-0.005392,-3.941409,3
-2.758592,3.904269,3
1.307293,-5.003449,3
3.103933,3.460524,3
1.579536,5.21428,3
0.479069,3.63688,3
2.560278,-3.74619,3
3.528243,1.815121,3
-0.003616,-4.965888,3
0.22365,0.328725,1
1.397462,-0.32679,2
-3.301671,-3.454267,3
-1.649376,-0.580535,2
0.453046,3.845141,3
0.215083,-5.151122,3
3.763647,0.992905,3
3.550646,4.131036,3
3.467304,-3.842125,3
-0.026075,0.573487,1
0.680927,-1.311499,2
-3.398521,3.561281,3
1.23747,-0.922897,2
-0.012066,-4.172751,3
-0.87258,-1.473487,2
-1.590492,-0.661958,2
3.774232,2.981614,3
1.30426,-0.239249,2
-0.335733,0.11673,1
-0.125145,-0.544866,1
-0.094812,-1.401025,2
0.427313,-0.086165,1
-4.675804,-1.852937,3
0.121057,-0.544323,1
0.104941,-0.446361,1
-1.679854,-0.914206,2
0.116673,-1.69755,2
-2.068673,3.272114,3
2.932996,3.390758,3
0.21446,-0.195271,1
0.841361,-3.530749,3
-0.614424,3.765698,3
3.558962,-2.266307,3
-4.211899,-0.214013,3
0.527243,-0.166957,1
-0.450632,-1.74538,2
-1.726029,-0.264308,2
-4.212485,0.387796,3
0.330982,-1.489654,2
-1.183762,-3.888476,3
-0.846457,5.099076,3
-2.624349,-4.108419,3
-1.45771,-1.113463,2
4.909242,0.22769,3
5.549006,-0.207669,3
0.564689,4.324241,3
4.221331,-0.045618,3
1.49542,-0.403781,2
-4.694419,0.976321,3
-0.43007,-1.742875,2
1.437075,-0.447451,2
-1.363837,-1.299811,2
-1.587582,-4.41766,3
-0.434998,3.794046,3
0.653559,-4.410987,3
-1.563818,-0.35625,2
-0.156607,0.570089,1
0.221082,-0.077685,1
-0.7014,-4.446432,3
0.256584,-0.425697,1
-0.78759,4.777453,3
0.143088,4.089596,3
0.935076,-0.872526,2
0.672629,-1.071626,2
-3.221669,4.054569,3
3.821202,3.55987,3
3.248774,-4.336098,3
0.809246,-4.78584,3
0.035559,-1.587962,2
1.85458,-3.356712,3
0.400502,-1.511777,2
0.530199,-0.190154,1
5.178028,-0.099189,3
-0.288986,0.465224,1
0.281657,0.497235,1
-0.204409,-1.545846,2
-1.876948,-0.311567,2
-4.396744,1.955324,3
3.587343,-2.945109,3
-0.478686,0.229262,1
2.911138,1.70704,3
4.666818,1.473783,3
-4.06209,3.140404,3
4.694199,1.437081,3
0.478618,-0.285081,1
-3.649315,1.143007,3
-3.816293,1.385751,3
1.22702,-1.075195,2
-0.940671,-1.330939,2
2.432452,-4.197606,3
0.025446,0.514831,1
2.647271,3.50887,3
-1.052736,-1.148658,2
-1.454964,5.142118,3
-0.747198,-1.374606,2
4.659077,-1.716593,3
-2.46286,-4.786273,3
0.025845,-5.120563,3
4.625187,-0.886732,3
0.972876,-1.15465,2
2.304122,3.068464,3
0.025921,0.520819,1
-0.249043,-1.618338,2
-3.084609,1.878269,3
5.305989,1.280254,3
1.416341,4.950834,3
-0.017068,-0.009155,1
0.228204,-0.46823,1
1.063971,-1.234732,2
-4.019863,-2.011318,3
-0.024272,-1.586898,2
-0.838313,4.01958,3
-1.62064,-0.619297,2
3.404736,4.448072,3
3.788325,2.061579,3
-1.640096,-0.41597,2
2.279146,-3.268386,3
5.073377,1.807356,3
-0.332177,-0.161998,1
-2.04145,-4.570255,3
1.261425,-0.574774,2
-1.635036,-0.215225,2
-0.880252,-1.658953,2
-0.019617,-0.120905,1
0.546262,4.412403,3
-0.333919,0.208556,1
0.047146,-0.518683,1
-2.551387,-2.985549,3
-1.518428,-0.889362,2
2.319924,-4.817012,3
1.18302,-0.450314,2
-0.586795,-1.425967,2
4.428828,1.805821,3
1.296167,-0.171893,2
0.404481,-0.358322,1
0.471891,4.961109,3
2.151635,2.930364,3
-3.99064,-1.906975,3
-5.484995,-0.363617,3
-1.212337,-1.244652,2
-1.617306,-0.426378,2
0.932061,-1.071504,2
-4.402745,3.098306,3
-0.487379,0.131786,1
-2.887544,4.171154,3
1.180575,4.694094,3
3.139011,-2.295378,3
0.814485,-1.052345,2
1.94182,4.151106,3
0.970193,-1.342494,2
-1.048461,-4.540681,3
0.208922,3.415202,3
-1.219639,-1.282133,2
0.000652,0.140917,1
1.909194,4.472682,3
0.294209,-0.450899,1
0.708166,-1.069722,2
3.474235,2.538598,3
-1.340613,-4.990295,3
-1.711754,-4.907477,3
-0.144522,3.418013,3
0.123828,0.423536,1
-0.504483,0.0588,1
-0.21458,-0.086191,1
-4.001826,-1.885708,3
-2.748547,-1.97436,3
1.469703,4.100969,3
-1.225599,-1.362761,2
-1.758584,-0.516971,2
0.530163,-1.537008,2
-4.844107,0.790747,3
-1.762147,-4.170403,3
-0.014051,0.397061,1
0.225923,0.373757,1
3.038009,-2.584057,3
-3.309407,1.324019,3
-4.721846,-1.997895,3
-2.871875,-2.429019,3
1.449111,-0.623557,2
-3.210139,-2.549726,3
0.385036,-1.651618,2
-3.828173,-1.993236,3
-3.027794,-3.807963,3
-2.98482,-4.46707,3
-0.22498,-0.501693,1
-1.741999,-0.923371,2
-0.103264,-1.461365,2
4.603292,1.566751,3
3.678162,0.84106,3
0.081716,0.131507,1
-1.453334,-1.120313,2
4.174728,0.063557,3
4.47711,-3.340618,3
-1.389331,-1.307647,2
-1.283154,-1.387996,2
0.276574,-1.560179,2
3.473689,0.169366,3
0.233188,-1.408444,2
-0.146799,-0.118504,1
-0.012165,0.387059,1
0.981015,-4.990023,3
-1.728009,-0.902551,2
3.723507,0.746098,3
-0.087209,-0.547966,1
0.100993,-4.055184,3
3.524209,-0.587325,3
0.142882,-1.576572,2
-1.057988,-5.410215,3
0.745096,-1.518895,2
-3.649076,-2.347055,3
0.241312,-0.168086,1
-4.399217,0.777343,3
1.543652,-4.328174,3
0.417402,-1.312916,2
1.225765,5.168036,3
-1.945673,-4.473274,3
1.333276,-0.913801,2
-0.072604,-1.64208,2
-3.563939,-4.183029,3
3.960822,-1.297278,3
0.434394,-1.602088,2
4.9288,-1.010125,3
-1.346363,3.423146,3
-3.939905,2.88957,3
5.201503,-1.017014,3
-2.878579,3.68629,3
-0.630766,-3.895061,3
0.159507,-1.643486,2
1.402925,-0.761742,2
5.11237,1.085175,3
1.577394,5.153633,3
4.879527,0.226911,3
-0.392964,4.401542,3
-1.936178,-0.033894,2
0.234141,-0.515829,1
1.201768,-0.112369,2
-2.514612,4.005528,3
5.015064,-0.63648,3
-1.286268,-5.412623,3
-3.984736,-0.129234,3
-0.158727,-0.220236,1
2.869544,-3.366352,3
4.224283,-0.59997,3
-0.180592,-1.395808,2
3.666461,2.492377,3
-0.237898,0.351961,1
-0.143068,4.336193,3
0.225203,-0.113295,1
-0.077254,-1.645471,2
0.78654,-1.303314,2
-2.686153,2.236018,3
2.55316,-4.622537,3
0.226569,-1.632346,2
-2.487134,2.682149,3
-0.097117,-4.667415,3
0.188944,0.25748,1
-0.889851,-1.359518,2
0.539058,3.417818,3
0.595415,-1.132848,2
-1.089507,-1.10622,2
