x1,x2,class
17.812,-2.0358,1
17.841,-1.4676,1
11.978,3.1482,1
11.862,2.5912,1
15.735,0.75622,1
14.326,0.73203,1
12.854,1.4935,1
19.154,1.2411,1
13.503,-0.87759,1
16.885,-0.62441,1
9.9723,1.0396,1
15.699,0.26265,1
20.067,0.48324,1
14.73,1.0078,1
21.478,-1.9621,1
15.829,-0.5799,1
15.88,-0.3251,1
20.248,-2.6641,1
18.855,-2.8256,1
18.509,-1.6968,1
16.29,-0.76704,1
19.473,-0.08499,1
16.99,-1.6352,1
18.533,-0.86343,1
16.328,-2.0884,1
20.376,-1.8026,1
14.809,1.7739,1
15.823,-1.3134,1
13.44,-0.44962,1
16.078,1.4003,1
19.726,-1.7543,1
16.714,0.98681,1
15.367,0.041705,1
21.805,1.3744,1
14.077,1.685,1
14.115,0.4509,1
16.269,0.77007,1
20.537,-1.8463,1
13.974,-0.12407,1
14.305,1.8344,1
13.48,0.68005,1
18.185,1.7443,1
18.885,-1.0067,1
20.473,-4.0448,1
17.294,-0.95994,1
15.662,0.69324,1
10.808,1.2825,1
21.833,-3.6524,1
21.209,-1.7276,1
20.647,-0.52994,1
19.658,-1.4289,1
14.676,0.12735,1
20.868,-0.95772,1
13.291,0.87468,1
18.872,-0.71167,1
16.633,-1.9883,1
17.69,0.21966,1
14.774,0.47206,1
15.584,1.0325,1
20.792,-2.1409,1
9.6514,2.8766,1
14.313,-0.075854,1
12.972,0.98209,1
16.242,-2.108,1
15.441,0.97528,1
14.085,-0.23851,1
10.684,1.3845,1
15.421,-0.86088,1
14.472,-0.3342,1
14.748,-1.9189,1
9.4258,0.27409,1
23.246,-3.6056,1
15.156,-0.34512,1
18.47,-2.7827,1
8.5317,2.4364,1
16.975,-0.6043,1
16.545,-1.0621,1
14.625,-0.5836,1
10.061,3.489,1
16.044,-1.1399,1
21.849,-1.0472,1
17.013,-0.22799,1
12.102,3.2712,1
10.186,1.1622,1
14.116,0.74257,1
21.045,-1.4877,1
13.596,-2.0439,1
15.05,0.5765,1
15.605,2.2928,1
18.022,-0.32694,1
14.581,0.66495,1
20.096,0.50097,1
15.427,1.3905,1
16.661,-2.2993,1
11.181,2.535,1
15.478,-1.7405,1
16.828,1.9602,1
16.069,-0.11444,1
18.966,-1.4494,1
18.817,-0.0018525,1
22.415,-3.6278,1
16.123,-0.57083,1
15.972,0.57898,1
15.525,0.36167,1
18.303,-0.68936,1
15.225,1.0684,1
14.561,-0.88737,1
15.955,-0.060536,1
18.363,-0.9614,1
15.847,-0.69594,1
16.069,0.78424,1
18.775,-1.7953,1
16.12,0.84261,1
19.359,-1.4636,1
11.748,4.9325,1
22.001,-2.6319,1
20.82,-0.73527,1
17.39,0.062005,1
20.926,0.35229,1
17.313,1.4844,1
20.518,-2.5921,1
13.299,1.0822,1
19.205,1.3098,1
14.117,0.95505,1
19.336,-2.9604,1
18.895,-0.86283,1
11.899,3.7149,1
13.02,0.73612,1
21.079,-4.0204,1
17.881,0.55249,1
12.758,1.0101,1
13.734,1.5478,1
18.423,-3.0409,1
16.749,-1.0082,1
15.311,-0.77135,1
12.38,0.72448,1
16.371,-1.8985,1
16.562,-2.451,1
15.177,-0.88165,1
11.555,4.0376,1
16.963,-0.17513,1
18.712,-1.1556,1
11.197,3.5734,1
16.456,0.74223,1
19.49,1.3705,1
15.41,-0.60175,1
12.567,1.5452,1
14.753,0.38338,1
15.816,1.0693,1
11.603,1.1588,1
13.597,1.5642,1
18.918,-1.0707,1
19.471,-0.068702,1
16.402,-1.3491,1
7.5845,2.1067,1
16.056,-0.11977,1
13.846,0.23777,1
16.103,0.23701,1
17.819,-1.1909,1
13.495,1.0566,1
20.537,-0.29525,1
17.247,-0.46257,1
17.373,-1.1413,1
22.045,-2.6712,1
14.675,0.48922,1
14.99,0.29968,1
12.682,0.28207,1
13.997,-0.86797,1
7.7976,3.7276,1
14.028,0.75964,1
16.779,-0.29667,1
16.264,-0.863,1
21.49,-2.6367,1
16.872,0.42673,1
14.732,-0.38814,1
11.676,3.6621,1
17.572,-0.21135,1
11.593,3.1098,1
17.155,-0.38213,1
9.974,2.5417,1
18.185,-2.6526,1
13.816,1.3412,1
20.945,-3.926,1
19.631,-0.66454,1
13.075,1.0336,1
17.015,-0.69004,1
14.788,-0.078501,1
14.134,0.09805,1
15.56,-0.55346,1
14.3,0.31599,1
16.624,-1.2175,1
15.756,-1.1039,1
18.925,0.49039,1
13.09,-2.2653,1
17.854,-0.33575,1
20.637,-1.5234,1
15.272,0.6287,1
13.423,2.398,1
18.31,-0.23859,1
18.251,-2.5841,1
11.335,1.1536,1
19.123,-1.4802,1
19.379,-1.3633,1
20.294,-0.16964,1
14.959,1.22,1
13.341,0.66087,1
10.203,1.2235,1
16.044,0.91582,1
16.83,0.3367,1
14.207,2.4929,1
19.646,-0.49092,1
14.447,-0.42963,1
10.461,3.1228,1
21.32,-1.6915,1
18.307,-1.0924,1
12.298,3.9664,1
20.254,-2.9274,1
13.113,2.7529,1
17.159,0.010913,1
16.137,-0.0258,1
12.15,0.64084,1
20.464,-0.76473,1
13.046,-0.10407,1
15.364,-0.016225,1
13.104,1.4029,1
10.64,2.3804,1
20.497,-1.7434,1
15.223,-0.19108,1
17.458,-1.7068,1
11.902,0.63442,1
12.184,1.6758,1
11.059,2.8086,1
19.001,-1.0948,1
10.845,1.0331,1
16.748,0.80235,1
17.953,-0.55841,1
16.959,-0.34339,1
14.58,0.43471,1
21.339,-2.4833,1
20.618,-0.42711,1
20.871,-1.9082,1
15.338,1.6659,1
19.216,-1.0491,1
15.999,1.1007,1
13.128,0.78276,1
13.006,-0.86111,1
21.323,-2.3051,1
15.341,-2.4643,1
13.221,2.2129,1
17.117,1.1877,1
14.77,-1.1272,1
15.868,-0.33702,1
16.337,-0.014604,1
12.75,0.58831,1
17.96,1.6274,1
17.949,-0.85601,1
20.264,-0.56079,1
19.331,-2.4276,1
15.258,0.82626,1
14.588,0.5637,1
17.808,0.55433,1
17.926,0.19228,1
16.735,1.3527,1
18.132,-1.2244,1
19.893,-0.46468,1
12.157,0.4481,1
19.107,-1.8676,1
12.64,0.91646,1
16.958,0.84809,1
13.681,2.5208,1
18.528,-1.9557,1
11.654,1.6681,1
21.477,-2.8236,1
14.986,2.4274,1
17.242,-1.2152,1
15.747,-0.69966,1
18.96,1.4521,1
19.712,-0.13868,1
11.006,4.7306,1
17.552,1.1406,1
15.672,0.97316,1
13.864,0.22227,1
18.736,-2.6765,1
12.134,0.62552,1
22.329,-3.177,1
16.487,1.2283,1
17.898,-2.4656,1
14.269,-1.6519,1
14.9,-0.74697,1
17.466,-3.6103,1
18.689,-1.0743,1
14.298,0.88176,1
18.509,-1.6765,1
17.955,-0.80126,1
17.241,-0.16386,1
18.068,0.65833,1
14.977,1.222,1
12.24,2.1873,1
20.412,-1.8037,1
12.018,1.6121,1
10.147,1.266,1
21.339,-2.4929,1
21.049,-2.9213,1
15.45,-0.50591,1
16.811,-0.42339,1
14.59,-0.15517,1
17.055,-3.0939,1
17.242,0.15242,1
8.7997,2.0542,1
8.9261,4.648,1
16.747,2.0629,1
12.022,3.7372,1
15.335,-0.94855,1
17.925,-1.5169,1
18.666,-0.7981,1
15.65,3.9211,1
13.226,1.6605,1
15.622,0.25744,1
13.268,1.4557,1
11.184,1.5615,1
14.508,1.777,1
18.298,-0.76927,1
14.307,0.34346,1
15.285,0.093277,1
15.738,1.2585,1
12.386,1.0218,1
22.724,-2.4901,1
14.181,1.7907,1
13.657,0.57464,1
17.956,0.27241,1
16.762,0.72061,1
13.778,0.99257,1
21.789,-1.8912,1
13.678,0.73574,1
14.968,-0.32834,1
19.397,0.60551,1
15.172,1.3958,1
15.647,0.16947,1
17.655,1.7584,1
14.462,2.2094,1
17.855,-0.92858,1
18.234,-2.6166,1
19.45,-2.0739,1
22.496,-3.7774,1
18.954,-1.6371,1
14.346,1.0692,1
21.259,-2.3113,1
10.777,1.0008,1
18.477,-0.56364,1
15.5,1.6419,1
17.197,-0.29354,1
12.904,-0.11334,1
14.882,2.8474,1
17.565,-3.7705,1
25.339,-3.2316,1
11.272,2.075,1
18.489,-1.9444,1
17.098,-0.60775,1
14.823,2.7066,1
13.324,-1.7512,1
20.272,-2.2019,1
20.284,-2.2445,1
18.983,0.089783,1
17.652,1.2891,1
17.535,1.5279,1
11.727,0.047264,1
14.41,0.61957,1
13.993,1.0702,1
12.112,0.30867,1
19.771,-1.5444,1
11.679,0.40683,1
17.121,0.49296,1
22.064,-3.5147,1
18.164,-0.0031785,1
8.5889,1.7849,1
20.474,-2.2663,1
13.598,1.7442,1
15.804,0.19702,1
20.19,-1.3533,1
17.021,-0.43033,1
14.888,1.0405,1
15.089,-0.016667,1
19.84,-0.31544,1
13.288,-0.031943,1
15.142,-1.4527,1
20.764,1.1214,1
17.293,-0.40948,1
13.977,3.4907,1
19.124,-1.4635,1
17.81,-0.1969,1
16.49,-2.2724,1
10.44,2.4067,1
9.5702,3.4938,1
16.076,-1.2087,1
10.29,1.221,1
17.797,-1.3805,1
17.517,-2.0327,1
18.967,-3.043,1
16.259,-0.58695,1
20.201,-2.9362,1
20.037,0.56585,1
16.37,-2.1374,1
15.52,1.8014,1
14.506,-1.1028,1
22.748,-3.906,1
15.982,-1.5523,1
15.832,-0.40416,1
19.6,-1.938,1
17.808,-0.48951,1
5.9684,-10.849,2
4.1858,-14.468,2
7.9763,-13.014,2
5.3575,-10.262,2
5.2711,-12.143,2
7.6946,-14.415,2
4.6054,-6.3881,2
5.5821,-10.645,2
6.4467,-9.7807,2
7.3957,-13.077,2
6.5861,-12.212,2
6.1326,-11.382,2
6.9367,-15.05,2
5.7942,-10.039,2
6.0122,-12.689,2
4.7536,-7.911,2
4.3457,-10.923,2
5.3921,-9.4309,2
5.7506,-9.535,2
10.033,-14.524,2
4.4627,-11.023,2
5.4281,-12.918,2
4.0352,-13.283,2
6.7996,-12.647,2
6.1663,-15.615,2
5.1768,-10.627,2
4.7843,-14.105,2
7.3665,-12.268,2
5.0445,-12.318,2
4.394,-10.021,2
3.9603,-10.708,2
7.7697,-13.869,2
4.6008,-8.4734,2
7.1809,-12.363,2
6.5974,-12.911,2
5.3614,-13.056,2
7.7808,-13.039,2
7.6652,-11.274,2
3.6542,-13.8,2
8.2924,-9.923,2
4.2871,-11.393,2
5.3788,-10.953,2
7.5302,-13.642,2
9.1272,-15.834,2
7.309,-11.822,2
5.9307,-14.175,2
8.2583,-13.807,2
5.2454,-11.344,2
6.4431,-12.79,2
4.6606,-13.266,2
5.3147,-12.757,2
4.4898,-10.48,2
4.5249,-12.783,2
6.6206,-16.327,2
7.4672,-16.108,2
7.6324,-13.542,2
8.3787,-13.959,2
5.8207,-13.288,2
5.1119,-9.4516,2
3.8207,-7.5331,2
7.9349,-10.626,2
8.847,-11.65,2
7.6812,-13.649,2
5.7469,-12.949,2
8.0308,-13.369,2
1.1743,-9.5954,2
4.021,-8.5441,2
6.0049,-12.632,2
6.6577,-15.397,2
3.208,-7.7667,2
4.5553,-12.491,2
8.0365,-15.107,2
4.6924,-11.407,2
6.3135,-13.904,2
6.4188,-11.991,2
5.9243,-11.424,2
7.0175,-10.693,2
8.1632,-13.294,2
6.4652,-15.103,2
2.2615,-11.136,2
5.8679,-10.43,2
4.0287,-8.6468,2
6.2853,-11.734,2
5.1298,-11.447,2
6.2887,-12.894,2
3.7186,-9.859,2
8.2655,-12.668,2
4.5885,-11.962,2
7.9532,-12.817,2
7.1756,-14.019,2
6.2697,-9.3129,2
6.311,-10.783,2
5.0373,-10.939,2
7.4278,-14.16,2
2.8094,-10.896,2
3.2202,-10.675,2
3.8374,-13.234,2
7.0545,-12.286,2
7.4236,-13.605,2
6.4843,-10.508,2
5.8058,-11.568,2
5.2039,-10.882,2
5.9948,-8.8371,2
3.839,-9.3865,2
6.4042,-10.557,2
4.2895,-13.192,2
6.743,-14.065,2
10.336,-16.922,2
4.4086,-10.775,2
5.8413,-11.612,2
6.5722,-12.968,2
7.501,-9.8999,2
4.5696,-10.509,2
2.9224,-9.8637,2
5.6899,-11.94,2
2.8171,-7.1275,2
5.7252,-12.049,2
5.0506,-9.9479,2
7.327,-9.8786,2
4.8574,-13.358,2
5.3666,-12.842,2
6.6869,-11.739,2
5.8293,-14.538,2
6.0637,-10.207,2
4.5825,-11.655,2
2.6345,-10.499,2
9.0832,-14.384,2
2.9089,-11.921,2
5.3323,-12.349,2
5.737,-11.042,2
7.0141,-12.223,2
5.7865,-13.176,2
4.9877,-8.4355,2
4.9744,-11.125,2
4.1871,-8.6474,2
4.6082,-10.784,2
6.2355,-11.937,2
7.3435,-13.752,2
4.6764,-7.211,2
6.1624,-11.142,2
9.0964,-13.666,2
0.85564,-9.2443,2
6.4622,-11.813,2
6.5434,-11.176,2
4.3916,-8.7052,2
8.4288,-12.556,2
3.426,-9.3906,2
7.611,-9.865,2
7.2187,-15.925,2
4.3871,-11.286,2
7.6208,-11.967,2
5.9581,-11.353,2
2.7959,-9.0627,2
3.7681,-9.2333,2
5.0463,-10.9,2
2.8016,-6.1277,2
3.5051,-9.85,2
5.8492,-13.943,2
5.8533,-14.125,2
5.5025,-11.824,2
8.5384,-9.9558,2
6.2958,-12.05,2
7.9197,-16.499,2
5.3655,-12.67,2
3.758,-6.172,2
6.1829,-12.704,2
2.2903,-10.858,2
1.5106,-7.7884,2
4.1776,-7.9688,2
6.3907,-13.695,2
7.2941,-12.13,2
6.6985,-16.395,2
7.6619,-11.961,2
4.6373,-12.415,2
5.4437,-8.175,2
5.7733,-13.489,2
6.4885,-12.941,2
4.5045,-10.903,2
6.6175,-12.526,2
6.362,-13.422,2
4.5621,-9.4088,2
5.06,-13.487,2
9.2791,-13.072,2
5.4306,-8.1067,2
5.5756,-12.443,2
6.1213,-14.387,2
6.6447,-12.321,2
5.1064,-15.445,2
6.6935,-13.8,2
7.156,-14.844,2
7.605,-9.5283,2
8.1962,-13.335,2
5.4401,-12.995,2
4.2786,-8.9249,2
4.4887,-10.092,2
5.2163,-13.612,2
7.5568,-14.598,2
6.9823,-13.287,2
10.01,-14.561,2
5.9442,-9.9757,2
2.6925,-10.092,2
3.5492,-12.297,2
3.2834,-9.338,2
3.5602,-14.243,2
5.091,-12.943,2
3.4615,-11.168,2
2.6844,-12.352,2
6.1418,-12.024,2
7.1844,-12.41,2
6.8494,-10.031,2
4.7797,-12.076,2
6.0117,-13.693,2
9.2399,-12.392,2
7.1334,-12.7,2
5.8403,-10.164,2
7.1099,-13.677,2
5.5533,-14.969,2
5.9624,-9.4099,2
7.6535,-16.203,2
6.6425,-12.368,2
6.0732,-16.758,2
4.6713,-11.305,2
4.9579,-10.813,2
5.6653,-14.634,2
4.8306,-11.891,2
3.0473,-11.248,2
5.4022,-15.092,2
10.487,-13.761,2
7.4863,-13.613,2
5.1998,-13.878,2
5.3909,-13.054,2
2.9078,-12.819,2
7.6474,-13.627,2
6.646,-16.174,2
7.5019,-12.56,2
9.3765,-13.462,2
6.6163,-12.182,2
5.1116,-11.38,2
7.3811,-12.186,2
2.1143,-9.6423,2
4.805,-10.323,2
4.0249,-9.6163,2
4.8592,-9.3717,2
7.4418,-13.079,2
7.4037,-14.8,2
6.7628,-8.262,2
6.8656,-10.867,2
9.4901,-16.303,2
3.4383,-11.95,2
5.5952,-11.608,2
6.6144,-14.935,2
5.4339,-9.2795,2
6.6453,-10.72,2
2.2689,-9.3661,2
9.5971,-14.626,2
10.817,-14.528,2
6.9383,-13.991,2
4.5488,-9.8499,2
5.2153,-11.504,2
6.9513,-13.802,2
7.0113,-13.498,2
5.6519,-11.259,2
5.8698,-10.152,2
6.2477,-11.196,2
6.8569,-12.687,2
4.6816,-12.975,2
5.3864,-11.385,2
5.1052,-10.483,2
7.816,-11.117,2
5.4754,-11.46,2
7.6136,-16.422,2
6.6964,-12.313,2
3.5046,-10.627,2
4.9392,-14.386,2
4.9237,-10.063,2
8.0692,-10.458,2
4.2854,-13.202,2
2.4351,-10.649,2
6.3072,-13.568,2
4.0817,-10.747,2
6.3633,-12.646,2
4.1283,-8.6885,2
4.677,-11.555,2
5.8376,-12.776,2
5.1454,-10.068,2
4.3706,-11.73,2
6.4662,-12.062,2
6.6386,-15.953,2
4.6165,-9.6026,2
6.9087,-14.834,2
5.6495,-12.379,2
6.6572,-14.88,2
5.4733,-8.3645,2
5.6713,-12.16,2
6.8162,-14.277,2
5.989,-10.089,2
6.3203,-11.374,2
6.6107,-13.631,2
5.3337,-8.5967,2
6.8479,-15.475,2
9.8677,-12.351,2
4.9032,-11.209,2
2.6046,-10.613,2
5.487,-12.413,2
4.6035,-9.8482,2
5.9393,-9.1827,2
6.3992,-11.297,2
3.9607,-11.593,2
4.6324,-9.4262,2
3.2796,-11.165,2
6.4361,-11.355,2
7.0031,-13.205,2
5.3274,-11.457,2
7.5775,-10.384,2
5.6735,-11.555,2
4.1929,-7.3873,2
6.1514,-10.885,2
3.3049,-10.818,2
8.6062,-13.849,2
6.3548,-12.314,2
5.6591,-13.727,2
5.9307,-14.69,2
2.0465,-5.3042,2
5.7143,-9.4279,2
8.1171,-13.107,2
5.5304,-15.285,2
7.3019,-10.96,2
5.046,-13.108,2
5.8366,-13.698,2
6.8861,-14.062,2
4.9617,-8.5806,2
7.4101,-13.357,2
5.1294,-12.969,2
4.3188,-9.5643,2
4.226,-11.315,2
4.2,-9.881,2
6.8607,-13.46,2
1.838,-8.5797,2
9.69,-9.8425,2
3.966,-13.981,2
5.0856,-13.85,2
0.84559,-11.283,2
10.318,-11.477,2
4.4503,-10.708,2
7.7043,-14.382,2
7.5072,-11.848,2
1.7596,-7.806,2
6.1201,-9.3815,2
6.5202,-10.995,2
6.0636,-14.435,2
6.7283,-7.1436,2
4.0592,-10.637,2
3.9144,-10.992,2
4.6205,-11.584,2
7.0283,-10.295,2
6.2984,-11.694,2
3.6999,-11.34,2
6.3316,-10.641,2
5.3761,-10.934,2
4.5437,-13.236,2
7.3626,-11.432,2
4.6983,-9.2766,2
4.626,-10.173,2
6.4774,-11.609,2
6.8972,-14.119,2
5.1987,-13.161,2
4.6171,-10.711,2
5.7891,-12.703,2
5.2474,-8.4486,2
4.4629,-11.234,2
5.4394,-12.455,2
7.479,-13.812,2
2.7891,-8.9737,2
3.3312,-12.052,2
5.0557,-8.6395,2
3.3724,-7.4511,2
6.6522,-14.62,2
4.6729,-11.049,2
5.5233,-12.119,2
4.7838,-14.022,2
5.6417,-12.153,2
5.1515,-12.892,2
7.8361,-11.997,2
7.4947,-14.393,2
4.0568,-12.412,2
3.2737,-10.036,2
4.9378,-10.744,2
6.8934,-11.692,2
6.1443,-11.21,2
7.8806,-16.039,2
4.7101,-7.7706,2
3.9042,-11.355,2
6.8317,-11.441,2
5.6945,-14.735,2
8.3385,-13.381,2
6.0206,-11.932,2
6.3347,-10.505,2
2.5772,-9.9973,2
6.8784,-12.382,2
8.305,-14.178,2
7.8796,-15.155,2
8.1069,-13.433,2
3.6616,-12.251,2
5.6626,-12.132,2
6.493,-9.7693,2
7.132,-13.04,2
2.5812,-4.9935,2
8.59,-11.368,2
4.2194,-6.0169,2
5.4803,-11.205,2
8.5876,-15.036,2
3.6753,-7.6197,2
6.888,-15.206,2
6.4952,-13.741,2
3.776,-11.32,2
6.2165,-7.8733,2
6.2394,-11.981,2
7.201,-14.221,2
5.6004,-16.028,2
6.4404,-10.214,2
4.3686,-8.2037,2
6.5955,-12.018,2
4.5971,-12.007,2
7.9172,-15.288,2
8.7995,-15.555,2
4.8554,-9.9439,2
3.3862,-11.639,2
5.9847,-12.648,2
5.8067,-10.582,2
3.2714,-10.131,2
5.6386,-11.082,2
8.7245,-14.504,2
4.6774,-13.704,2
6.2766,-10.569,2
9.3662,-12.362,2
6.0153,-8.0754,2
4.955,-12.175,2
6.3582,-13.685,2
4.5708,-11.523,2
3.5957,-9.6765,2
5.9112,-10.433,2
7.0752,-14.076,2
6.5697,-11.743,2
6.4988,-13.315,2
6.2438,-12.053,2
6.7588,-13.34,2
2.9118,-11.426,2
5.2879,-10.432,2
5.9159,-12.06,2
3.9676,-10.647,2
6.8437,-12.615,2
10.165,-12.164,2
3.101,-9.3323,2
4.5852,-6.0465,2
5.6676,-12.244,2
4.8083,-12.812,2
6.7777,-11.47,2
4.8071,-12.481,2
7.1874,-12.961,2
5.3077,-12.391,2
6.831,-10.564,2
3.9118,-11.343,2
7.5236,-15.867,2
2.3671,-7.4479,2
7.9634,-15.823,2
6.2109,-12.085,2
2.3699,-8.9378,2
7.5867,-13.289,2
1.4042,-9.6424,2
8.0071,-12.816,2
7.6717,-13.695,2
5.3239,-12.659,2
4.3315,-11.808,2
10.012,-13.48,2
4.8639,-8.8535,2
6.8451,-12.847,2
5.7056,-14.13,2
4.9225,-13.136,2
0.39606,-7.8623,2
4.7586,-9.4234,2
5.362,-13.901,2
5.5837,-11.549,2
3.1194,-12.455,2
5.6134,-11.8,2
7.5418,-13.466,2
7.72,-11.147,2
5.4143,-9.2597,2
8.9842,-14.765,2
6.4559,-11.011,2
6.9333,-14.302,2
7.5825,-13.614,2
2.9759,-9.0508,2
3.884,-11.273,2
7.2758,-14.542,2
5.4989,-11.791,2
6.6261,-12.569,2
9.2061,-14.545,2
3.7285,-11.442,2
5.4821,-14.701,2
5.4432,-13.536,2
-0.21891,5.956,3
-1.1699,2.3595,3
-2.1934,-6.1026,3
-0.96509,0.53245,3
-1.8684,-4.314,3
0.011077,1.2378,3
-2.1164,3.8197,3
-1.4693,1.051,3
-0.64027,2.565,3
0.45065,4.8857,3
-1.2222,2.2538,3
-1.0231,5.3662,3
-1.243,-1.9008,3
-1.0876,5.5467,3
-1.3484,-2.7714,3
-2.348,-3.8373,3
-1.6814,2.699,3
-0.64641,2.1059,3
-0.4118,7.7361,3
0.71373,5.6679,3
-1.9235,-1.3035,3
-2.989,2.221,3
-0.2779,-0.15164,3
-0.86083,-3.3216,3
-0.66085,3.4264,3
-0.11849,-1.8358,3
-1.3115,5.4027,3
-0.64771,-0.95338,3
0.26604,1.8866,3
-0.806,-0.62069,3
-2.3727,4.3155,3
-2.2364,0.032493,3
-1.8871,1.852,3
-0.81575,4.4215,3
-2.5758,-0.47203,3
-1.4874,6.5241,3
-0.46061,4.0791,3
-2.8283,-0.55799,3
-1.9508,-1.9033,3
0.54822,3.4817,3
-1.6059,-0.5517,3
-1.7355,0.97997,3
1.1386,4.2046,3
-0.36899,9.1229,3
-2.8007,-6.0849,3
-1.0063,5.094,3
-0.87543,3.255,3
0.0087629,6.6046,3
-2.4997,0.71992,3
0.30379,5.8973,3
-1.5946,3.1522,3
0.61473,3.7256,3
0.48598,3.4389,3
1.4972,1.1708,3
1.7973,4.2458,3
-2.3668,-0.29838,3
-1.4627,1.2085,3
-0.93297,5.2615,3
-0.6363,6.5107,3
-1.5158,3.1358,3
-2.3532,-0.46945,3
-0.21578,6.2847,3
0.28296,3.0492,3
-0.11932,0.4391,3
-4.0845,3.6657,3
-0.77434,5.2979,3
-0.25781,5.2485,3
-1.2327,4.509,3
-2.879,2.6216,3
-0.018334,3.4453,3
-0.20064,3.018,3
0.4118,1.5188,3
-3.5456,-0.11053,3
-4.2584,-1.5303,3
-2.1509,2.1432,3
-0.47777,3.4415,3
-0.83133,3.4147,3
-2.7814,-0.30204,3
-1.6607,2.7985,3
-0.091908,2.7599,3
-2.6122,1.6883,3
1.1751,5.5933,3
-0.77526,3.6377,3
-2.7301,1.5884,3
-0.22259,-3.2907,3
0.90544,7.0606,3
-2.1076,2.343,3
-1.006,0.94677,3
-1.2725,1.4831,3
-0.87548,5.4466,3
1.1687,4.1726,3
1.5409,2.9334,3
-0.63723,4.1708,3
-3.1404,3.6074,3
-0.67247,2.6447,3
2.1559,4.1262,3
-2.2503,7.3656,3
-0.0019926,-3.3026,3
0.3475,3.281,3
0.53663,-0.54825,3
0.32958,-1.9152,3
-3.5704,-3.9662,3
-0.44235,7.2418,3
-1.7421,-2.4325,3
0.63708,4.339,3
0.25412,2.4028,3
-1.8956,-0.48088,3
1.0872,7.2359,3
-0.75663,3.7053,3
-0.19166,3.4243,3
-0.61031,4.0211,3
-0.10039,7.3034,3
-3.1856,3.3256,3
-1.725,0.070741,3
0.2809,1.2685,3
-1.2877,2.1389,3
-1.602,2.8396,3
-0.054229,1.2316,3
-1.4513,2.6024,3
-1.3496,1.3376,3
-3.1884,-0.42938,3
-2.647,3.6901,3
-2.6488,5.6654,3
-0.40813,5.0492,3
-0.5822,3.7068,3
0.22403,3.3324,3
-0.55896,3.9334,3
-0.39633,-0.87631,3
-1.2487,5.5112,3
-0.54101,1.8752,3
2.5728,4.3785,3
-1.722,3.4437,3
-2.5701,-5.2561,3
-2.5537,-1.5189,3
-1.8222,0.65627,3
-1.628,-2.2105,3
1.4021,9.1405,3
-2.4094,1.0687,3
-1.0039,4.2194,3
-1.1546,0.5557,3
1.2,3.1313,3
3.5636,7.5153,3
-1.6619,-1.3227,3
-1.3355,7.3718,3
-2.9341,2.0162,3
1.62,4.692,3
-0.87935,2.6626,3
-1.9319,5.4585,3
-0.69005,-0.2715,3
-2.8713,-3.4771,3
-2.7873,-3.0724,3
-2.9482,-2.5506,3
1.3311,6.8185,3
-0.36352,-1.6246,3
-1.3681,1.8317,3
-0.17188,-0.28401,3
-1.4865,1.027,3
1.9087,2.4142,3
0.66591,1.4103,3
-1.0871,-0.11306,3
-2.8505,0.093906,3
-0.3599,-3.3241,3
-3.6706,0.24438,3
-3.6232,-2.6402,3
-2.1551,3.9594,3
-1.2091,6.2284,3
-2.5269,-1.847,3
0.89411,5.9172,3
0.57559,6.0035,3
-0.15651,-0.43692,3
-0.67108,3.3246,3
